Longitude,Latitude,Trend,P-Value
22.5000,-72.5000,0.00000e+00,9.99000e+33
22.5000,-67.5000,0.00000e+00,9.99000e+33
22.5000,-62.5000,0.00000e+00,9.99000e+33
22.5000,-57.5000,1.26446e-06,8.82195e-01
22.5000,-52.5000,6.32232e-06,8.82195e-01
22.5000,-47.5000,7.02510e-06,9.60088e-01
22.5000,-42.5000,7.12255e-05,4.42981e-01
22.5000,-37.5000,1.25312e-04,5.80673e-01
22.5000,-32.5000,4.10230e-05,7.73313e-01
22.5000,-27.5000,-1.81210e-05,2.38996e-01
22.5000,-22.5000,-1.16596e-05,4.69994e-01
22.5000,-17.5000,-1.40485e-05,5.75985e-01
22.5000,-12.5000,-5.47913e-06,9.52145e-01
22.5000,-7.5000,0.00000e+00,9.99000e+33
22.5000,-2.5000,0.00000e+00,9.99000e+33
22.5000,2.5000,0.00000e+00,9.99000e+33
22.5000,7.5000,-3.93289e-06,9.09777e-01
22.5000,12.5000,-9.83222e-06,9.09777e-01
22.5000,17.5000,-7.86578e-06,9.09777e-01
22.5000,22.5000,-1.96644e-06,9.09777e-01
22.5000,27.5000,1.67002e-05,8.37771e-01
22.5000,32.5000,2.66022e-04,6.98975e-01
22.5000,37.5000,4.99924e-04,2.50738e-01
22.5000,42.5000,2.68583e-04,1.22071e-01
22.5000,47.5000,1.79807e-05,4.15282e-01
22.5000,52.5000,-1.47929e-10,1.00000e+00
22.5000,57.5000,0.00000e+00,9.99000e+33
22.5000,62.5000,0.00000e+00,9.99000e+33
22.5000,67.5000,0.00000e+00,9.99000e+33
22.5000,72.5000,0.00000e+00,9.99000e+33
22.5000,77.5000,0.00000e+00,9.99000e+33
22.5000,82.5000,0.00000e+00,9.99000e+33
22.5000,87.5000,0.00000e+00,9.99000e+33
27.5000,-87.5000,0.00000e+00,9.99000e+33
27.5000,-82.5000,0.00000e+00,9.99000e+33
27.5000,-77.5000,0.00000e+00,9.99000e+33
27.5000,-72.5000,1.96677e-06,8.13933e-01
27.5000,-67.5000,8.99039e-06,6.57018e-01
27.5000,-62.5000,1.05350e-05,7.26397e-01
27.5000,-57.5000,1.26352e-06,9.27931e-01
27.5000,-52.5000,-1.03965e-05,9.52868e-01
27.5000,-47.5000,-8.71060e-06,9.63898e-01
27.5000,-42.5000,1.47639e-04,4.11540e-01
27.5000,-37.5000,3.75065e-04,3.70837e-01
27.5000,-32.5000,2.77725e-04,3.21508e-01
27.5000,-27.5000,-7.14833e-05,9.22928e-01
27.5000,-22.5000,-1.83018e-04,6.37159e-01
27.5000,-17.5000,-4.97114e-05,7.80884e-01
27.5000,-12.5000,-4.34774e-06,1.00000e+00
27.5000,-7.5000,-1.46096e-05,5.50167e-01
27.5000,-2.5000,7.02246e-07,9.35131e-01
27.5000,2.5000,0.00000e+00,9.99000e+33
27.5000,7.5000,-9.83222e-07,9.09777e-01
27.5000,12.5000,-1.96644e-06,9.09777e-01
27.5000,17.5000,-9.83222e-07,9.09777e-01
27.5000,22.5000,0.00000e+00,9.99000e+33
27.5000,27.5000,-1.13512e-04,1.26472e-01
27.5000,32.5000,-2.11156e-04,2.41107e-01
27.5000,37.5000,-7.46109e-05,7.71773e-01
27.5000,42.5000,3.01973e-05,7.17779e-01
27.5000,47.5000,7.16451e-06,6.45246e-01
27.5000,52.5000,0.00000e+00,9.99000e+33
27.5000,57.5000,0.00000e+00,9.99000e+33
27.5000,62.5000,0.00000e+00,9.99000e+33
27.5000,67.5000,0.00000e+00,9.99000e+33
27.5000,72.5000,0.00000e+00,9.99000e+33
27.5000,77.5000,0.00000e+00,9.99000e+33
27.5000,82.5000,0.00000e+00,9.99000e+33
27.5000,87.5000,0.00000e+00,9.99000e+33
32.5000,-87.5000,0.00000e+00,9.99000e+33
32.5000,-82.5000,0.00000e+00,9.99000e+33
32.5000,-77.5000,0.00000e+00,9.99000e+33
32.5000,-72.5000,1.57342e-05,8.13933e-01
32.5000,-67.5000,4.93082e-05,4.66919e-01
32.5000,-62.5000,5.09918e-05,2.73243e-01
32.5000,-57.5000,2.55656e-05,2.35901e-01
32.5000,-52.5000,5.33632e-06,7.44942e-01
32.5000,-47.5000,-1.43324e-05,9.51958e-01
32.5000,-42.5000,5.30838e-05,7.99569e-01
32.5000,-37.5000,1.52507e-04,9.42156e-01
32.5000,-32.5000,3.70978e-04,5.69744e-01
32.5000,-27.5000,9.26604e-05,8.18229e-01
32.5000,-22.5000,-1.17930e-03,5.37304e-01
32.5000,-17.5000,-1.53039e-03,4.10720e-01
32.5000,-12.5000,-4.64936e-04,4.98199e-01
32.5000,-7.5000,1.51865e-04,5.37423e-01
32.5000,-2.5000,7.10857e-05,2.01084e-01
32.5000,2.5000,-4.21425e-06,7.78850e-01
32.5000,7.5000,0.00000e+00,9.99000e+33
32.5000,12.5000,0.00000e+00,9.99000e+33
32.5000,17.5000,0.00000e+00,9.99000e+33
32.5000,22.5000,0.00000e+00,9.99000e+33
32.5000,27.5000,-1.78970e-04,7.42704e-02
32.5000,32.5000,-3.73114e-04,7.90629e-02
32.5000,37.5000,-2.09739e-04,1.26710e-01
32.5000,42.5000,-1.60169e-05,8.01760e-01
32.5000,47.5000,-4.21626e-07,9.61350e-01
32.5000,52.5000,0.00000e+00,9.99000e+33
32.5000,57.5000,0.00000e+00,9.99000e+33
32.5000,62.5000,0.00000e+00,9.99000e+33
32.5000,67.5000,0.00000e+00,9.99000e+33
32.5000,72.5000,0.00000e+00,9.99000e+33
32.5000,77.5000,0.00000e+00,9.99000e+33
32.5000,82.5000,0.00000e+00,9.99000e+33
32.5000,87.5000,0.00000e+00,9.99000e+33
37.5000,-87.5000,0.00000e+00,9.99000e+33
37.5000,-82.5000,0.00000e+00,9.99000e+33
37.5000,-77.5000,0.00000e+00,9.99000e+33
37.5000,-72.5000,3.14683e-05,8.13933e-01
37.5000,-67.5000,1.00163e-04,2.89561e-01
37.5000,-62.5000,1.16175e-04,1.34180e-01
37.5000,-57.5000,8.35833e-05,6.01844e-02
37.5000,-52.5000,8.11957e-05,3.98312e-01
37.5000,-47.5000,9.93139e-05,7.81092e-01
37.5000,-42.5000,8.09063e-05,9.22916e-01
37.5000,-37.5000,-3.77227e-04,6.72033e-01
37.5000,-32.5000,-2.70016e-04,9.90349e-01
37.5000,-27.5000,-6.77801e-04,9.51773e-01
37.5000,-22.5000,-4.68007e-03,4.10720e-01
37.5000,-17.5000,-6.55793e-03,8.58259e-02
37.5000,-12.5000,-2.80065e-03,9.26965e-02
37.5000,-7.5000,-3.77566e-05,9.90349e-01
37.5000,-2.5000,9.51167e-05,9.13323e-01
37.5000,2.5000,2.68295e-05,8.56279e-01
37.5000,7.5000,-1.12346e-06,9.09742e-01
37.5000,12.5000,-1.77001e-05,8.02478e-01
37.5000,17.5000,-1.15193e-05,5.93928e-01
37.5000,22.5000,0.00000e+00,9.99000e+33
37.5000,27.5000,-8.02133e-05,1.03940e-01
37.5000,32.5000,-1.47221e-04,1.67126e-01
37.5000,37.5000,-5.43636e-05,2.48972e-01
37.5000,42.5000,1.20817e-05,9.32460e-01
37.5000,47.5000,-5.62069e-07,9.51345e-01
37.5000,52.5000,0.00000e+00,9.99000e+33
37.5000,57.5000,0.00000e+00,9.99000e+33
37.5000,62.5000,0.00000e+00,9.99000e+33
37.5000,67.5000,0.00000e+00,9.99000e+33
37.5000,72.5000,0.00000e+00,9.99000e+33
37.5000,77.5000,0.00000e+00,9.99000e+33
37.5000,82.5000,0.00000e+00,9.99000e+33
37.5000,87.5000,0.00000e+00,9.99000e+33
42.5000,-87.5000,0.00000e+00,9.99000e+33
42.5000,-82.5000,0.00000e+00,9.99000e+33
42.5000,-77.5000,0.00000e+00,9.99000e+33
42.5000,-72.5000,2.36012e-05,8.13933e-01
42.5000,-67.5000,1.26855e-04,1.71592e-01
42.5000,-62.5000,2.08193e-04,1.24763e-02
42.5000,-57.5000,1.68012e-04,3.12722e-03
42.5000,-52.5000,1.54804e-04,1.55377e-01
42.5000,-47.5000,2.72386e-04,9.53669e-02
42.5000,-42.5000,-1.78398e-05,1.00000e+00
42.5000,-37.5000,-9.96841e-04,3.70907e-01
42.5000,-32.5000,-1.29952e-03,3.77232e-01
42.5000,-27.5000,-2.26744e-03,5.29385e-01
42.5000,-22.5000,-6.98958e-03,1.83281e-01
42.5000,-17.5000,-8.83438e-03,5.00205e-02
42.5000,-12.5000,-3.42166e-03,1.53436e-01
42.5000,-7.5000,6.82507e-04,6.37110e-01
42.5000,-2.5000,5.73583e-04,9.32532e-01
42.5000,2.5000,5.12661e-05,6.89856e-01
42.5000,7.5000,-1.15059e-04,5.62333e-01
42.5000,12.5000,-2.42050e-04,4.68387e-01
42.5000,17.5000,-1.67874e-04,1.92109e-01
42.5000,22.5000,-1.88244e-05,3.14203e-01
42.5000,27.5000,-3.37224e-06,9.62626e-01
42.5000,32.5000,9.27139e-06,3.25248e-01
42.5000,37.5000,9.27163e-06,4.72646e-01
42.5000,42.5000,3.79301e-06,6.31723e-01
42.5000,47.5000,0.00000e+00,9.99000e+33
42.5000,52.5000,0.00000e+00,9.99000e+33
42.5000,57.5000,0.00000e+00,9.99000e+33
42.5000,62.5000,0.00000e+00,9.99000e+33
42.5000,67.5000,0.00000e+00,9.99000e+33
42.5000,72.5000,0.00000e+00,9.99000e+33
42.5000,77.5000,0.00000e+00,9.99000e+33
42.5000,82.5000,0.00000e+00,9.99000e+33
42.5000,87.5000,0.00000e+00,9.99000e+33
47.5000,-87.5000,0.00000e+00,9.99000e+33
47.5000,-82.5000,0.00000e+00,9.99000e+33
47.5000,-77.5000,0.00000e+00,9.99000e+33
47.5000,-72.5000,5.90031e-06,8.13933e-01
47.5000,-67.5000,1.15757e-04,1.69737e-01
47.5000,-62.5000,2.62982e-04,3.72737e-03
47.5000,-57.5000,2.87002e-04,2.15666e-03
47.5000,-52.5000,3.09473e-04,3.63362e-03
47.5000,-47.5000,3.96854e-04,5.60731e-02
47.5000,-42.5000,-4.14408e-04,4.46032e-01
47.5000,-37.5000,-1.26806e-03,1.99814e-01
47.5000,-32.5000,-6.15144e-04,5.13587e-01
47.5000,-27.5000,-9.78933e-04,7.53115e-01
47.5000,-22.5000,-3.91911e-03,2.08343e-01
47.5000,-17.5000,-4.22065e-03,3.27197e-01
47.5000,-12.5000,3.42132e-04,8.08819e-01
47.5000,-7.5000,2.87187e-03,5.13587e-01
47.5000,-2.5000,9.39501e-04,6.89770e-01
47.5000,2.5000,-1.51022e-03,1.27439e-01
47.5000,7.5000,-1.70295e-03,1.50031e-01
47.5000,12.5000,-2.96752e-04,8.27621e-01
47.5000,17.5000,2.14196e-04,7.34864e-01
47.5000,22.5000,-4.39827e-05,7.81019e-01
47.5000,27.5000,-7.89569e-05,1.85129e-01
47.5000,32.5000,-9.27293e-06,8.90135e-01
47.5000,37.5000,0.00000e+00,9.99000e+33
47.5000,42.5000,0.00000e+00,9.99000e+33
47.5000,47.5000,0.00000e+00,9.99000e+33
47.5000,52.5000,0.00000e+00,9.99000e+33
47.5000,57.5000,0.00000e+00,9.99000e+33
47.5000,62.5000,0.00000e+00,9.99000e+33
47.5000,67.5000,0.00000e+00,9.99000e+33
47.5000,72.5000,0.00000e+00,9.99000e+33
47.5000,77.5000,0.00000e+00,9.99000e+33
47.5000,82.5000,0.00000e+00,9.99000e+33
47.5000,87.5000,0.00000e+00,9.99000e+33
52.5000,-87.5000,0.00000e+00,9.99000e+33
52.5000,-82.5000,0.00000e+00,9.99000e+33
52.5000,-77.5000,0.00000e+00,9.99000e+33
52.5000,-72.5000,0.00000e+00,9.99000e+33
52.5000,-67.5000,6.08283e-05,3.98817e-02
52.5000,-62.5000,2.06228e-04,1.53489e-03
52.5000,-57.5000,3.68343e-04,2.01057e-04
52.5000,-52.5000,4.72013e-04,1.05729e-03
52.5000,-47.5000,4.40688e-04,6.44226e-02
52.5000,-42.5000,-2.58333e-04,7.90168e-01
52.5000,-37.5000,-4.81490e-04,6.98766e-01
52.5000,-32.5000,3.46604e-04,9.22901e-01
52.5000,-27.5000,-3.72458e-04,9.03711e-01
52.5000,-22.5000,-3.37772e-03,6.80843e-01
52.5000,-17.5000,-1.75166e-03,7.34814e-01
52.5000,-12.5000,4.44650e-03,6.45729e-01
52.5000,-7.5000,4.34436e-03,6.98668e-01
52.5000,-2.5000,-5.83606e-04,9.71053e-01
52.5000,2.5000,-4.21843e-03,8.36792e-02
52.5000,7.5000,-2.88294e-03,3.70674e-01
52.5000,12.5000,1.27775e-03,6.37110e-01
52.5000,17.5000,1.12051e-03,4.17692e-01
52.5000,22.5000,-2.62685e-04,6.89813e-01
52.5000,27.5000,-9.79272e-05,7.26161e-01
52.5000,32.5000,-1.39103e-05,6.40118e-01
52.5000,37.5000,0.00000e+00,9.99000e+33
52.5000,42.5000,0.00000e+00,9.99000e+33
52.5000,47.5000,0.00000e+00,9.99000e+33
52.5000,52.5000,0.00000e+00,9.99000e+33
52.5000,57.5000,0.00000e+00,9.99000e+33
52.5000,62.5000,0.00000e+00,9.99000e+33
52.5000,67.5000,0.00000e+00,9.99000e+33
52.5000,72.5000,0.00000e+00,9.99000e+33
52.5000,77.5000,0.00000e+00,9.99000e+33
52.5000,82.5000,0.00000e+00,9.99000e+33
52.5000,87.5000,0.00000e+00,9.99000e+33
57.5000,-87.5000,0.00000e+00,9.99000e+33
57.5000,-82.5000,0.00000e+00,9.99000e+33
57.5000,-77.5000,0.00000e+00,9.99000e+33
57.5000,-72.5000,2.94993e-06,9.09777e-01
57.5000,-67.5000,1.62957e-05,1.79234e-01
57.5000,-62.5000,1.02833e-04,1.02754e-01
57.5000,-57.5000,2.59190e-04,1.33919e-02
57.5000,-52.5000,2.91219e-04,4.00952e-02
57.5000,-47.5000,2.41078e-04,1.00000e+00
57.5000,-42.5000,3.45597e-04,6.46002e-01
57.5000,-37.5000,6.11129e-04,7.99483e-01
57.5000,-32.5000,-4.79822e-04,8.08819e-01
57.5000,-27.5000,-3.87062e-03,3.83745e-01
57.5000,-22.5000,-8.87723e-03,1.83281e-01
57.5000,-17.5000,-6.19349e-03,3.33146e-01
57.5000,-12.5000,3.08315e-03,7.90128e-01
57.5000,-7.5000,2.85632e-03,2.92639e-01
57.5000,-2.5000,-2.65595e-03,3.64302e-01
57.5000,2.5000,-5.00454e-03,7.15393e-02
57.5000,7.5000,-1.76332e-03,9.61406e-01
57.5000,12.5000,3.65147e-03,1.99814e-01
57.5000,17.5000,3.13953e-03,1.33668e-01
57.5000,22.5000,9.53804e-04,2.76348e-01
57.5000,27.5000,3.36861e-04,1.71736e-01
57.5000,32.5000,5.19510e-06,7.32234e-01
57.5000,37.5000,0.00000e+00,9.99000e+33
57.5000,42.5000,0.00000e+00,9.99000e+33
57.5000,47.5000,0.00000e+00,9.99000e+33
57.5000,52.5000,0.00000e+00,9.99000e+33
57.5000,57.5000,0.00000e+00,9.99000e+33
57.5000,62.5000,0.00000e+00,9.99000e+33
57.5000,67.5000,0.00000e+00,9.99000e+33
57.5000,72.5000,0.00000e+00,9.99000e+33
57.5000,77.5000,0.00000e+00,9.99000e+33
57.5000,82.5000,0.00000e+00,9.99000e+33
57.5000,87.5000,0.00000e+00,9.99000e+33
62.5000,-87.5000,0.00000e+00,9.99000e+33
62.5000,-82.5000,0.00000e+00,9.99000e+33
62.5000,-77.5000,0.00000e+00,9.99000e+33
62.5000,-72.5000,1.26427e-05,7.58445e-01
62.5000,-67.5000,-4.77656e-06,6.10339e-01
62.5000,-62.5000,-4.10152e-05,4.26172e-01
62.5000,-57.5000,-1.89568e-05,7.90378e-01
62.5000,-52.5000,-5.14015e-05,1.00000e+00
62.5000,-47.5000,-4.05645e-05,7.80926e-01
62.5000,-42.5000,4.60531e-04,7.62381e-01
62.5000,-37.5000,1.03045e-03,7.43977e-01
62.5000,-32.5000,-5.73160e-04,6.45729e-01
62.5000,-27.5000,-5.81316e-03,4.33803e-02
62.5000,-22.5000,-1.31867e-02,5.40428e-04
62.5000,-17.5000,-1.45831e-02,4.64308e-03
62.5000,-12.5000,-8.07888e-03,2.31111e-01
62.5000,-7.5000,-3.70038e-03,8.65510e-01
62.5000,-2.5000,-3.90836e-03,1.57001e-01
62.5000,2.5000,-3.84183e-03,6.42667e-02
62.5000,7.5000,-1.91889e-04,7.80853e-01
62.5000,12.5000,3.87448e-03,2.45497e-01
62.5000,17.5000,4.57299e-03,3.70674e-01
62.5000,22.5000,3.00451e-03,1.30534e-01
62.5000,27.5000,8.96227e-04,2.76255e-01
62.5000,32.5000,3.08839e-06,5.58664e-01
62.5000,37.5000,-1.26437e-06,8.82195e-01
62.5000,42.5000,0.00000e+00,9.99000e+33
62.5000,47.5000,0.00000e+00,9.99000e+33
62.5000,52.5000,0.00000e+00,9.99000e+33
62.5000,57.5000,0.00000e+00,9.99000e+33
62.5000,62.5000,0.00000e+00,9.99000e+33
62.5000,67.5000,0.00000e+00,9.99000e+33
62.5000,72.5000,0.00000e+00,9.99000e+33
62.5000,77.5000,0.00000e+00,9.99000e+33
62.5000,82.5000,0.00000e+00,9.99000e+33
62.5000,87.5000,0.00000e+00,9.99000e+33
67.5000,-87.5000,0.00000e+00,9.99000e+33
67.5000,-82.5000,0.00000e+00,9.99000e+33
67.5000,-77.5000,0.00000e+00,9.99000e+33
67.5000,-72.5000,1.09571e-05,9.41275e-01
67.5000,-67.5000,-4.04574e-05,8.44892e-01
67.5000,-62.5000,-1.65195e-04,8.37647e-01
67.5000,-57.5000,-1.43415e-04,7.16979e-01
67.5000,-52.5000,-9.22724e-05,9.32578e-01
67.5000,-47.5000,-7.31582e-05,6.20042e-01
67.5000,-42.5000,3.61068e-04,7.25751e-01
67.5000,-37.5000,1.08932e-03,4.03999e-01
67.5000,-32.5000,2.84471e-04,1.00000e+00
67.5000,-27.5000,-4.01064e-03,2.08343e-01
67.5000,-22.5000,-1.13922e-02,3.55537e-03
67.5000,-17.5000,-1.98063e-02,7.70739e-04
67.5000,-12.5000,-2.21203e-02,1.65894e-03
67.5000,-7.5000,-1.40480e-02,7.34418e-02
67.5000,-2.5000,-6.21697e-03,9.50283e-02
67.5000,2.5000,-2.48976e-03,2.87068e-01
67.5000,7.5000,9.31800e-04,6.19940e-01
67.5000,12.5000,1.39337e-03,9.22916e-01
67.5000,17.5000,1.64020e-03,8.75050e-01
67.5000,22.5000,2.19966e-03,2.21823e-01
67.5000,27.5000,8.44795e-04,3.57976e-01
67.5000,32.5000,1.23615e-05,4.09805e-01
67.5000,37.5000,-3.37135e-06,8.38160e-01
67.5000,42.5000,0.00000e+00,9.99000e+33
67.5000,47.5000,0.00000e+00,9.99000e+33
67.5000,52.5000,0.00000e+00,9.99000e+33
67.5000,57.5000,0.00000e+00,9.99000e+33
67.5000,62.5000,0.00000e+00,9.99000e+33
67.5000,67.5000,0.00000e+00,9.99000e+33
67.5000,72.5000,0.00000e+00,9.99000e+33
67.5000,77.5000,0.00000e+00,9.99000e+33
67.5000,82.5000,0.00000e+00,9.99000e+33
67.5000,87.5000,0.00000e+00,9.99000e+33
72.5000,-87.5000,0.00000e+00,9.99000e+33
72.5000,-82.5000,0.00000e+00,9.99000e+33
72.5000,-77.5000,0.00000e+00,9.99000e+33
72.5000,-72.5000,-1.61549e-05,5.28637e-01
72.5000,-67.5000,-7.47337e-05,6.35807e-01
72.5000,-62.5000,-1.15182e-04,5.29886e-01
72.5000,-57.5000,2.05270e-05,4.98555e-01
72.5000,-52.5000,-1.36150e-05,8.65607e-01
72.5000,-47.5000,-1.33309e-04,6.37340e-01
72.5000,-42.5000,3.72993e-04,4.38947e-01
72.5000,-37.5000,1.00994e-03,2.87162e-01
72.5000,-32.5000,5.12320e-04,6.54524e-01
72.5000,-27.5000,-9.94573e-04,5.94526e-01
72.5000,-22.5000,-5.51222e-03,2.08343e-01
72.5000,-17.5000,-1.76831e-02,4.09316e-02
72.5000,-12.5000,-2.74519e-02,2.29941e-03
